prompt_id,method,scale_alpha,file,total_tokens,code_tokens,word_count,code_lines,pass_5_lines,pass_8_lines,pass_10_lines,pass_12_lines,pass_15_lines,syntax_valid
9,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_09_additive_scale20.txt,72,19,34,2,True,True,True,True,True,True
9,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_09_matrix_alpha025.txt,72,19,36,2,True,True,True,True,True,True
9,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_09_matrix_alpha05.txt,72,1,10,0,True,True,True,True,True,True
9,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_09_matrix_alpha10.txt,72,1,10,0,True,True,True,True,True,True
9,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_09_matrix_alpha20.txt,72,1,10,0,True,True,True,True,True,True
9,No steering,0.0,outputs/generations/compare_gemma_max/prompt_09_no_steering.txt,72,19,34,2,True,True,True,True,True,True
10,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_10_additive_scale025.txt,76,76,14,31,False,False,False,False,False,False
10,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_10_additive_scale05.txt,76,76,14,31,False,False,False,False,False,False
10,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_10_additive_scale10.txt,76,76,14,31,False,False,False,False,False,False
10,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_10_additive_scale20.txt,76,76,14,31,False,False,False,False,False,False
10,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_10_matrix_alpha025.txt,76,76,14,31,False,False,False,False,False,False
10,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_10_matrix_alpha05.txt,76,76,14,31,False,False,False,False,False,False
10,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_10_matrix_alpha10.txt,76,76,14,31,False,False,False,False,False,False
10,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_10_matrix_alpha20.txt,25,25,14,2,True,True,True,True,True,False
10,No steering,0.0,outputs/generations/compare_gemma_max/prompt_10_no_steering.txt,76,76,14,31,False,False,False,False,False,False
11,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_11_additive_scale025.txt,74,74,12,31,False,False,False,False,False,False
11,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_11_additive_scale05.txt,74,74,12,31,False,False,False,False,False,False
11,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_11_additive_scale10.txt,74,74,12,31,False,False,False,False,False,False
11,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_11_additive_scale20.txt,74,74,12,31,False,False,False,False,False,False
